,escuela,sexo,edad,entorno,TamFam,EstPadres,PMedu,Mtrab,Ptrab,razon,tutor,TiempoViaje,TiempoEstudio,suspensos,apoyo,ApFam,academia,extras,enfermeria,EstSup,internet,pareja,RelFam,TiempoLib,SalAm,Alc,salud,faltas,asignatura,T1,T2,T3
169,IC,F,17,R,>=4,J,2.0,otros,otros,otros,madre,2,2.0,0,si,no,si,no,si,si,no,no,5.0,1,3,1,5,0,L,11,9,11
170,IC,F,17,U,>=4,J,3.0,servicios,servicios,optativas,madre,2,1.0,0,no,si,no,no,si,si,si,no,4.0,4,3,1,4,0,L,11,12,13
171,BG,F,17,U,>=4,J,3.5,sanidad,otros,reputacion,madre,1,3.0,0,no,si,si,si,si,si,si,si,4.0,4,3,2,4,0,M,13,15,15
172,BG,F,18,U,>=4,J,2.5,casa,otros,reputacion,padre,1,3.0,0,no,si,no,no,si,si,si,si,4.0,3,4,1,2,5,L,14,17,17
173,BG,F,16,U,>=4,J,3.0,sanidad,otros,cercania,madre,1,1.0,0,no,si,no,no,si,si,si,no,4.0,4,4,1,2,6,L,17,17,17
174,IC,F,15,R,>=4,J,3.0,otros,servicios,optativas,padre,2,1.0,0,no,no,no,no,no,si,si,no,4.0,1,3,1,4,0,L,14,16,16
175,BG,F,15,R,>=4,J,1.0,casa,otros,cercania,madre,2,4.0,1,si,si,si,si,si,si,si,no,3.0,1,2,1,1,2,M,7,10,10
176,BG,F,16,U,>=4,J,3.0,otros,otros,cercania,madre,1,3.0,0,no,si,si,no,si,si,si,si,4.0,3,3,2,4,0,M,7,7,8
177,IC,F,16,U,>=4,J,1.0,otros,otros,optativas,otros,1,4.0,0,si,si,no,si,si,si,si,no,2.0,2,1,1,5,0,L,14,14,14
178,BG,F,15,U,>=4,S,3.0,servicios,servicios,cercania,madre,1,2.0,0,no,no,no,no,no,si,no,si,1.0,3,2,2,1,0,L,9,8,9
179,BG,M,15,U,>=4,J,3.5,docencia,otros,cercania,madre,1,2.0,0,no,si,no,si,si,si,si,no,4.0,3,3,2,5,0,L,11,11,11
180,IC,F,18,R,<4,S,3.0,docencia,otros,reputacion,madre,1,2.0,0,no,no,no,si,si,si,si,si,5.0,3,1,1,5,0,L,5,0,0
181,BG,M,17,R,>=4,J,1.5,casa,casa,cercania,madre,1,2.0,0,no,si,si,si,no,si,no,si,3.0,5,2,2,1,2,M,15,14,14
182,IC,M,17,R,<4,J,2.0,otros,otros,optativas,padre,2,1.0,0,no,no,no,si,si,si,no,si,5.0,1,2,3,5,2,L,12,11,12
183,IC,F,15,R,>=4,J,3.0,casa,otros,optativas,madre,2,1.0,0,no,si,no,no,si,si,si,no,5.0,4,4,2,5,4,L,10,10,11
184,BG,M,17,U,<4,J,4.0,otros,docencia,cercania,padre,2,1.0,0,no,no,si,no,si,si,si,no,4.0,1,1,2,5,0,M,11,11,10
185,BG,F,16,U,>=4,J,2.5,otros,otros,reputacion,madre,1,2.0,0,no,si,si,no,si,si,si,no,1.0,2,2,1,1,14,M,12,13,12
186,BG,M,16,U,<4,S,3.5,servicios,otros,cercania,madre,1,2.0,0,si,si,si,si,si,si,si,no,5.0,3,3,1,5,2,L,12,12,13
187,IC,F,16,R,>=4,J,1.0,otros,otros,otros,madre,2,1.0,0,no,si,no,si,si,si,no,no,3.0,2,3,1,2,0,L,12,11,12
188,IC,F,16,U,>=4,J,2.5,otros,otros,optativas,madre,1,1.0,0,no,no,no,si,si,si,si,no,3.0,1,3,2,1,0,L,8,6,8
189,BG,F,15,R,>=4,J,3.5,servicios,sanidad,optativas,madre,1,3.0,0,si,si,no,si,si,si,si,no,4.0,3,2,1,5,2,L,11,12,12
190,BG,M,17,R,>=4,J,1.0,otros,otros,cercania,padre,2,3.0,0,no,no,no,no,no,si,si,si,4.0,3,3,1,1,2,L,13,14,15
191,BG,F,16,U,>=4,J,3.0,sanidad,servicios,cercania,padre,1,2.0,0,no,no,si,no,si,si,si,si,4.0,2,3,1,3,0,M,14,15,16
192,BG,M,15,U,>=4,J,3.5,docencia,otros,optativas,madre,2,2.0,0,no,si,si,no,si,si,si,no,5.0,4,3,1,3,2,M,10,10,11
193,BG,M,15,U,<4,J,4.0,docencia,otros,cercania,otros,1,1.0,0,no,si,no,no,no,si,si,si,5.0,4,3,3,5,8,L,10,11,11
194,IC,M,16,R,>=4,J,1.0,casa,otros,otros,padre,2,1.0,0,no,no,no,si,si,si,no,no,3.0,4,4,3,5,6,L,11,11,11
195,BG,M,17,U,>=4,J,2.5,servicios,servicios,optativas,madre,1,1.0,3,no,si,si,si,si,si,si,no,5.0,5,5,3,5,2,L,8,8,7
196,IC,F,17,R,>=4,J,2.0,casa,otros,reputacion,madre,1,2.0,0,no,si,no,si,no,si,si,no,4.0,5,4,2,1,10,L,8,9,9
197,BG,F,15,U,>=4,J,4.0,servicios,servicios,optativas,madre,1,1.0,0,si,si,si,no,si,si,si,no,3.0,3,4,2,5,0,M,8,10,11
198,BG,M,16,U,>=4,J,2.5,servicios,otros,reputacion,padre,2,2.0,0,no,no,no,si,no,si,si,no,4.0,4,2,1,3,6,L,12,10,11
199,BG,M,16,U,<4,J,1.5,sanidad,servicios,optativas,madre,2,1.0,2,no,no,no,no,no,si,si,no,4.0,4,5,4,5,0,L,9,8,10
200,BG,F,19,U,>=4,J,4.0,sanidad,otros,reputacion,otros,2,2.0,0,no,si,si,si,si,si,si,no,2.0,3,4,2,2,0,M,10,9,0
201,BG,F,19,U,>=4,J,3.0,otros,otros,reputacion,otros,1,4.0,0,no,si,no,si,si,si,si,no,4.0,3,3,1,3,4,L,12,12,12
202,BG,F,15,U,<4,S,2.5,otros,otros,otros,madre,1,1.0,0,no,no,no,no,si,si,si,no,5.0,3,4,4,1,0,L,13,12,13
203,IC,M,18,R,>=4,J,2.0,casa,otros,optativas,madre,2,2.0,0,no,si,si,no,si,si,no,no,4.0,3,4,3,3,0,L,8,10,9
204,BG,F,17,U,<4,J,2.0,otros,otros,cercania,padre,1,2.0,0,no,no,no,si,si,si,si,no,4.0,2,3,2,2,2,L,11,12,14
205,BG,F,16,U,>=4,J,3.0,otros,otros,reputacion,madre,3,2.0,0,si,si,no,si,si,si,no,no,5.0,3,2,1,4,4,M,8,10,10
206,BG,F,16,U,>=4,J,2.0,servicios,docencia,otros,madre,1,2.0,0,si,no,no,no,si,si,si,no,2.0,3,1,1,3,0,L,13,13,14
207,BG,M,15,U,>=4,S,3.0,otros,servicios,reputacion,madre,1,4.0,0,no,si,no,si,no,si,si,si,1.0,3,3,5,3,4,M,13,13,12
208,BG,M,19,U,>=4,J,4.0,docencia,servicios,reputacion,otros,2,1.0,1,no,si,si,no,si,si,si,si,4.0,3,4,1,4,38,M,8,9,8
209,BG,M,15,U,>=4,J,3.5,servicios,docencia,optativas,padre,1,2.0,0,no,si,no,si,si,si,si,no,4.0,3,3,1,5,0,L,14,15,15
210,BG,M,16,R,>=4,S,4.0,otros,docencia,reputacion,madre,2,3.0,0,no,si,no,si,si,si,si,si,2.0,4,3,1,5,4,L,13,13,13
211,BG,F,19,U,>=4,J,2.0,otros,otros,optativas,otros,3,3.0,0,no,no,no,si,si,no,no,si,1.0,5,5,4,5,12,L,10,10,11
212,BG,F,16,R,>=4,J,4.0,sanidad,docencia,otros,madre,1,2.0,0,no,si,no,si,si,si,no,no,2.0,4,4,2,4,6,M,10,11,11
213,BG,F,17,U,>=4,J,2.5,otros,otros,optativas,padre,1,2.0,0,no,no,no,si,si,si,no,no,5.0,4,2,1,3,4,L,14,14,15
214,BG,M,16,R,<4,J,3.0,docencia,otros,cercania,padre,3,1.0,0,no,si,no,si,si,si,si,no,3.0,3,4,4,3,16,L,10,11,12
215,BG,F,17,U,<4,J,3.0,otros,otros,reputacion,madre,1,2.0,0,no,si,no,si,si,si,si,si,5.0,3,3,2,1,0,M,9,9,8
216,IC,F,15,R,<4,J,1.0,otros,servicios,optativas,madre,2,1.0,1,no,si,no,no,si,si,si,si,4.0,4,3,1,2,4,L,6,7,8
217,IC,F,16,R,>=4,J,4.0,docencia,docencia,optativas,madre,2,3.0,0,no,no,no,si,si,si,si,si,4.0,2,2,1,4,6,L,16,16,17
218,IC,M,18,R,>=4,J,1.5,otros,otros,otros,madre,2,2.0,0,no,no,no,si,no,si,si,si,4.0,4,3,2,5,0,L,7,7,0
219,BG,M,18,R,>=4,J,3.5,docencia,servicios,optativas,madre,1,3.0,0,no,no,no,no,si,si,si,si,5.0,3,2,1,4,4,L,15,14,17
220,IC,M,16,U,<4,J,4.0,docencia,sanidad,otros,padre,1,1.0,0,no,si,no,no,si,si,si,no,4.0,1,2,3,5,0,L,11,12,12
221,BG,F,17,U,>=4,J,3.0,servicios,servicios,reputacion,padre,1,2.0,0,no,si,no,si,si,si,no,no,5.0,4,2,2,5,0,L,17,18,17
222,BG,F,16,U,<4,J,2.0,casa,otros,optativas,madre,1,2.0,0,no,si,no,no,si,si,no,no,4.0,3,4,1,2,4,M,8,7,6
223,BG,M,17,U,>=4,J,3.0,sanidad,otros,cercania,madre,1,1.0,0,no,si,no,no,si,si,si,no,4.0,4,3,2,5,0,L,14,15,15
224,BG,F,18,U,>=4,J,3.5,otros,otros,optativas,madre,1,3.0,0,no,si,no,si,si,si,si,si,4.0,3,4,1,5,2,L,14,15,17
225,BG,M,15,U,<4,S,1.5,servicios,otros,optativas,madre,4,1.0,3,no,no,no,no,si,si,si,no,4.0,5,5,3,5,0,M,8,9,10
226,BG,F,16,U,>=4,J,3.5,casa,otros,optativas,madre,1,2.0,0,no,si,no,no,si,si,si,no,2.0,4,3,1,3,14,L,12,11,11
227,IC,F,16,U,>=4,J,2.5,servicios,casa,optativas,madre,1,1.0,0,no,no,no,no,si,si,si,no,3.0,1,3,2,3,0,L,7,6,7
228,BG,M,16,U,>=4,J,3.0,casa,otros,reputacion,otros,3,2.0,1,si,si,no,no,no,si,si,no,5.0,3,3,2,2,4,L,9,11,10
229,IC,M,18,R,>=4,J,2.0,otros,otros,otros,madre,2,1.0,0,no,no,no,si,no,si,si,si,4.0,4,3,2,5,5,M,7,6,7
230,BG,F,15,R,>=4,J,3.0,servicios,sanidad,optativas,madre,1,3.0,0,si,si,si,si,si,si,si,no,4.0,3,2,1,5,2,M,10,9,8
231,IC,F,17,U,>=4,J,1.0,otros,casa,optativas,madre,1,1.0,0,no,si,no,si,si,si,no,no,4.0,3,2,1,5,9,L,7,9,10
232,IC,M,16,U,<4,J,1.5,casa,servicios,optativas,madre,2,1.0,0,no,si,no,si,si,si,si,no,2.0,4,3,2,4,4,L,10,8,10
233,BG,M,18,R,<4,S,3.5,otros,otros,reputacion,madre,2,2.0,0,no,si,si,si,si,si,si,no,4.0,2,5,3,1,13,M,17,17,17
234,IC,M,19,U,>=4,J,1.0,otros,otros,otros,madre,1,2.0,2,no,si,no,si,si,no,si,no,4.0,4,3,3,4,2,L,9,9,10
235,BG,F,18,U,>=4,J,2.5,servicios,otros,cercania,madre,1,2.0,0,no,si,no,si,no,si,si,si,3.0,1,2,1,1,4,L,10,13,13
236,BG,F,15,U,>=4,J,3.0,otros,otros,reputacion,madre,1,3.0,0,no,si,no,si,si,si,si,no,5.0,3,3,2,1,4,M,13,14,14
237,BG,M,15,R,>=4,J,1.5,sanidad,servicios,reputacion,madre,1,2.0,0,no,no,no,si,si,si,si,si,5.0,4,2,1,5,8,M,9,9,9
238,BG,M,19,R,>=4,J,3.0,otros,servicios,reputacion,padre,1,2.0,0,no,no,no,si,si,si,no,si,4.0,5,3,1,5,0,L,10,10,11
239,BG,M,18,R,>=4,J,2.0,servicios,otros,reputacion,madre,1,1.0,2,no,si,no,si,si,si,si,no,3.0,3,3,1,4,0,M,7,4,0
240,BG,M,15,R,>=4,J,2.5,otros,otros,optativas,madre,2,2.0,2,si,si,no,no,si,si,si,si,4.0,4,4,2,3,6,M,5,9,7
241,BG,M,15,R,>=4,J,3.5,docencia,casa,optativas,madre,1,2.0,0,no,si,no,si,si,si,si,si,4.0,5,2,1,5,0,M,17,16,16
242,BG,F,16,U,<4,J,3.0,otros,otros,reputacion,madre,2,2.0,0,no,si,si,si,si,si,si,no,4.0,4,5,1,4,4,M,10,11,9
243,BG,M,18,R,<4,S,3.5,otros,otros,reputacion,madre,2,2.0,0,no,si,no,si,si,si,si,no,4.0,2,5,3,1,6,L,15,16,16
244,BG,M,16,U,<4,J,2.0,servicios,otros,optativas,madre,1,2.0,2,no,no,no,no,si,si,no,si,4.0,4,4,2,5,0,L,10,10,10
245,BG,M,17,U,>=4,J,1.5,casa,servicios,otros,otros,2,2.0,0,no,no,si,si,no,si,si,no,4.0,4,4,4,5,12,M,7,8,8
246,IC,F,18,U,>=4,J,3.0,servicios,servicios,otros,madre,2,2.0,0,no,si,no,no,si,si,si,si,4.0,3,2,2,3,6,L,13,12,13
247,IC,F,19,R,>=4,S,2.0,casa,casa,optativas,otros,2,2.0,3,no,si,no,si,si,no,no,si,3.0,5,4,2,1,0,L,8,0,0
248,BG,F,17,U,<4,J,2.0,servicios,otros,optativas,madre,2,2.0,0,si,si,si,no,si,si,si,si,4.0,4,4,2,5,6,M,12,12,12
249,BG,M,16,R,>=4,J,2.0,casa,otros,optativas,madre,3,1.0,0,no,no,no,no,no,si,no,no,4.0,2,2,1,3,4,L,12,10,11
250,BG,M,18,U,>=4,J,2.0,otros,otros,cercania,madre,2,2.0,3,no,si,si,no,si,si,si,no,3.0,3,3,5,4,9,L,10,9,10
251,BG,M,15,U,>=4,J,4.0,servicios,otros,optativas,madre,1,1.0,0,no,si,no,si,no,si,si,no,5.0,3,3,1,5,4,M,10,13,14
252,IC,M,17,U,>=4,J,2.5,otros,otros,otros,padre,2,2.0,0,no,si,si,no,si,si,si,no,4.0,1,2,2,1,0,L,13,14,13
253,BG,F,15,U,<4,S,1.5,casa,otros,cercania,madre,2,1.0,0,no,si,no,si,si,no,si,si,4.0,4,2,1,5,0,L,11,10,10
254,BG,M,17,U,<4,J,4.0,otros,docencia,cercania,padre,2,1.0,0,no,no,no,no,si,si,si,no,4.0,1,1,2,5,0,L,12,13,13
255,BG,F,20,U,>=4,J,0.5,otros,otros,reputacion,madre,2,1.0,1,si,no,no,no,si,si,si,si,5.0,3,1,1,5,5,L,8,10,10
256,IC,M,16,U,>=4,S,1.5,otros,otros,otros,madre,1,3.0,0,si,no,no,no,si,si,si,no,4.0,4,3,1,5,0,L,10,11,11
257,BG,M,16,U,<4,J,2.0,otros,otros,cercania,madre,1,2.0,0,no,no,no,no,si,si,si,no,4.0,4,4,1,3,0,L,13,12,13
258,BG,M,16,U,>=4,J,3.0,casa,otros,reputacion,otros,3,2.0,0,si,si,no,no,no,si,si,no,5.0,3,3,2,2,6,M,7,10,10
259,BG,M,17,R,<4,J,2.0,casa,otros,optativas,madre,2,1.0,1,no,no,si,si,si,no,si,si,3.0,3,2,2,5,0,L,8,8,9
260,IC,M,17,U,<4,S,1.5,otros,otros,cercania,madre,1,1.0,0,no,no,no,no,si,si,no,si,4.0,1,2,1,5,4,L,11,11,12
261,IC,M,17,U,>=4,J,1.0,otros,otros,cercania,madre,1,2.0,0,no,no,si,no,no,si,si,no,4.0,4,3,3,5,4,L,8,9,9
262,BG,M,16,U,>=4,J,4.0,sanidad,otros,optativas,madre,1,1.0,0,no,si,no,si,si,si,si,no,3.0,4,4,2,5,18,M,14,11,13
263,BG,M,18,U,>=4,J,2.0,otros,servicios,reputacion,padre,1,2.0,0,no,no,no,no,si,no,si,no,5.0,5,4,4,2,16,L,8,7,8
264,BG,F,16,U,<4,J,4.0,docencia,docencia,reputacion,madre,1,2.0,0,no,si,no,no,si,si,si,no,4.0,5,2,1,3,0,L,11,10,11
265,BG,F,15,U,>=4,J,1.0,otros,otros,cercania,padre,1,2.0,0,no,si,no,si,no,si,si,no,4.0,3,2,2,4,2,L,13,12,12
266,BG,F,18,U,>=4,J,1.5,servicios,otros,optativas,madre,2,2.0,0,no,si,si,si,si,si,si,no,5.0,3,3,1,1,0,M,8,8,0
267,BG,M,18,R,>=4,J,3.5,docencia,servicios,optativas,madre,1,3.0,0,no,no,no,no,si,si,si,si,5.0,3,2,1,4,9,M,16,15,16
268,IC,M,18,U,<4,J,3.0,casa,sanidad,cercania,madre,1,4.0,0,no,si,no,si,si,no,si,si,5.0,5,5,5,5,2,L,5,6,6
269,BG,F,17,R,>=4,J,4.0,servicios,servicios,reputacion,madre,2,3.0,0,no,si,no,si,si,si,si,no,5.0,3,4,1,5,0,L,7,7,8
270,BG,F,16,U,>=4,J,3.0,docencia,sanidad,cercania,madre,1,3.0,0,si,si,no,si,si,si,si,no,3.0,4,4,3,4,0,L,14,13,13
271,BG,F,16,U,>=4,J,3.0,sanidad,sanidad,reputacion,madre,1,2.0,0,no,si,si,no,si,si,si,si,4.0,4,2,1,3,0,M,14,14,14
272,BG,M,18,U,>=4,J,3.0,docencia,otros,cercania,madre,1,2.0,0,no,si,si,si,si,si,si,si,4.0,3,2,2,5,11,M,12,11,11
273,BG,F,16,U,>=4,J,1.0,servicios,servicios,optativas,padre,4,1.0,0,si,si,no,si,no,si,si,si,5.0,5,5,5,5,6,M,10,8,11
274,BG,M,18,U,>=4,J,2.0,otros,casa,optativas,otros,1,1.0,1,no,si,no,si,no,no,si,si,4.0,4,3,2,1,26,L,7,8,8
275,BG,F,15,U,>=4,J,3.0,docencia,servicios,optativas,madre,1,3.0,0,no,si,no,si,si,si,si,no,4.0,2,2,1,5,2,L,13,13,13
276,IC,M,16,R,<4,J,1.5,otros,casa,optativas,madre,1,1.0,0,no,no,no,no,si,si,no,no,4.0,4,4,3,5,4,L,9,10,11
277,IC,M,18,U,<4,J,2.0,casa,servicios,optativas,madre,1,1.0,0,no,no,no,no,si,no,si,si,4.0,3,3,2,3,0,L,9,10,9
278,BG,F,16,U,<4,J,3.0,docencia,docencia,reputacion,madre,1,2.0,0,no,si,si,no,si,si,si,no,4.0,5,2,1,3,0,M,9,9,10
279,BG,M,17,U,<4,J,4.0,servicios,otros,cercania,madre,1,2.0,0,no,si,no,no,si,si,si,si,5.0,3,5,4,3,15,L,13,12,12
280,BG,M,15,U,>=4,J,2.0,servicios,servicios,optativas,padre,1,1.0,0,si,si,no,no,si,si,si,no,5.0,4,1,1,1,0,M,8,8,11
281,BG,F,17,U,<4,S,2.0,otros,otros,cercania,madre,1,1.0,1,no,si,no,no,no,no,si,no,3.0,1,2,1,1,8,L,11,9,10
282,BG,F,18,U,>=4,J,3.5,servicios,otros,cercania,padre,1,2.0,0,no,si,si,no,si,si,si,si,3.0,1,2,2,2,21,M,17,18,18
283,BG,M,16,U,>=4,J,2.5,otros,servicios,optativas,padre,1,2.0,1,no,si,no,no,si,si,si,si,4.0,5,5,4,5,0,L,10,10,1
284,IC,F,16,U,>=4,J,2.0,servicios,otros,optativas,madre,1,1.0,0,no,si,si,si,si,si,no,si,4.0,2,5,1,5,0,L,17,16,16
285,BG,M,17,R,>=4,J,3.5,casa,otros,optativas,madre,3,2.0,0,no,no,no,no,si,si,no,no,5.0,4,5,3,5,2,L,10,9,10
286,BG,F,16,U,<4,J,3.5,otros,sanidad,optativas,padre,2,2.0,0,no,si,si,si,si,si,si,si,4.0,2,2,1,5,2,M,13,13,13
287,IC,F,17,R,>=4,J,1.0,casa,otros,reputacion,madre,2,1.0,0,no,si,no,si,no,si,si,si,4.0,4,5,1,5,0,L,11,11,11
288,IC,F,18,U,>=4,J,3.0,otros,otros,cercania,madre,1,2.0,0,no,no,si,no,si,si,si,si,4.0,1,3,1,1,0,M,15,15,15
289,BG,M,16,U,>=4,J,2.5,otros,servicios,cercania,padre,2,1.0,0,no,no,no,si,si,si,si,no,5.0,4,2,1,5,6,L,14,14,15
290,BG,F,16,U,<4,J,3.5,sanidad,sanidad,otros,madre,1,3.0,0,no,si,si,si,si,si,si,si,4.0,4,5,1,4,4,M,14,15,16
291,IC,F,16,R,>=4,J,2.0,otros,servicios,optativas,padre,3,2.0,0,no,si,no,si,si,si,si,no,5.0,3,4,1,2,1,L,14,13,14
292,BG,F,15,U,<4,J,1.0,casa,otros,otros,madre,1,2.0,0,si,no,no,no,si,si,si,no,4.0,3,2,2,3,6,L,12,13,12
293,BG,M,16,U,>=4,J,2.5,casa,otros,reputacion,madre,2,3.0,0,no,no,no,si,si,si,si,si,5.0,3,3,2,2,0,L,12,12,12
294,BG,F,15,U,>=4,J,3.0,sanidad,servicios,cercania,madre,1,3.0,0,no,si,no,si,si,si,si,si,3.0,2,2,1,5,0,L,14,14,14
295,BG,M,15,U,>=4,J,4.0,docencia,sanidad,reputacion,madre,1,2.0,0,no,si,no,si,si,si,no,no,3.0,2,2,1,5,4,M,14,15,15
296,BG,M,15,U,>=4,J,2.0,otros,otros,cercania,madre,1,1.0,0,no,si,si,no,si,si,si,no,4.0,2,2,1,5,0,M,12,12,11
297,BG,F,16,U,>=4,J,2.0,servicios,servicios,optativas,madre,1,2.0,0,no,no,no,no,si,si,si,no,4.0,3,3,1,2,6,L,12,12,13
298,IC,M,15,R,<4,J,2.5,sanidad,servicios,reputacion,padre,1,2.0,0,no,si,no,si,si,si,si,no,5.0,3,4,1,2,0,L,12,13,14
299,BG,F,17,U,>=4,J,2.0,otros,otros,optativas,madre,1,2.0,0,no,si,no,no,no,si,si,no,5.0,4,5,1,5,12,L,12,12,14
300,BG,F,16,U,>=4,S,3.5,servicios,otros,optativas,padre,1,1.0,0,no,no,no,no,si,si,si,no,3.0,2,1,2,5,16,M,12,11,11
301,BG,F,17,U,<4,J,2.5,otros,otros,reputacion,madre,2,2.0,0,no,no,si,no,si,si,si,no,4.0,4,4,2,1,2,M,14,15,15
302,IC,F,17,U,<4,J,4.0,casa,casa,optativas,madre,1,2.0,0,no,si,si,si,si,si,si,si,2.0,3,4,1,1,0,M,16,15,15
303,IC,F,16,U,>=4,J,1.5,casa,otros,otros,padre,2,1.0,0,no,si,no,no,si,no,si,si,4.0,3,3,2,5,11,L,10,11,11
304,BG,F,17,R,<4,J,2.0,servicios,otros,reputacion,madre,2,4.0,0,no,si,si,no,si,si,no,no,3.0,1,2,1,3,6,M,18,18,18
305,IC,M,18,U,<4,J,4.0,docencia,servicios,otros,madre,2,3.0,0,no,no,no,no,si,si,si,si,4.0,2,2,2,5,0,L,15,16,16
306,BG,M,16,U,<4,S,4.0,docencia,sanidad,reputacion,madre,1,2.0,0,no,si,no,no,si,si,no,no,4.0,1,3,4,5,6,L,9,9,10
307,BG,F,16,U,>=4,J,2.0,servicios,otros,reputacion,madre,2,2.0,0,no,no,no,si,no,si,si,no,3.0,4,4,2,5,0,L,13,12,14
308,BG,M,18,U,<4,J,4.0,docencia,docencia,cercania,madre,1,1.0,0,no,si,si,no,si,si,si,si,1.0,4,2,2,1,5,M,16,15,16
309,BG,F,18,U,>=4,J,4.0,docencia,otros,optativas,madre,1,2.0,0,no,si,si,no,si,si,si,no,4.0,4,4,3,5,2,M,11,11,11
310,BG,F,16,U,>=4,J,2.0,servicios,servicios,cercania,madre,1,1.0,2,no,si,si,no,no,si,si,no,1.0,2,2,2,5,14,M,6,9,8
311,IC,M,18,U,<4,J,4.0,docencia,servicios,otros,madre,2,3.0,0,no,no,si,no,si,si,si,si,4.0,2,2,2,5,0,M,13,13,13
312,BG,F,17,U,>=4,S,4.0,otros,docencia,cercania,madre,2,2.0,0,si,si,no,no,si,si,no,no,4.0,1,4,1,1,2,L,10,13,13
313,BG,F,18,R,>=4,J,1.5,otros,otros,reputacion,madre,2,2.0,0,no,si,no,no,si,no,si,si,4.0,3,5,1,3,12,L,8,9,10
314,BG,M,18,U,>=4,J,3.0,sanidad,otros,reputacion,padre,1,2.0,0,no,si,no,si,si,si,si,si,5.0,4,5,2,5,4,L,10,12,14
315,BG,F,18,U,<4,J,3.0,servicios,servicios,cercania,madre,1,4.0,0,no,si,no,no,si,si,si,no,5.0,3,3,1,1,4,L,14,14,15
316,IC,F,18,U,<4,S,1.5,casa,otros,reputacion,madre,2,2.0,0,no,no,no,no,si,si,si,no,4.0,4,3,1,4,0,L,12,13,14
317,BG,M,16,U,>=4,J,3.5,otros,otros,optativas,padre,3,1.0,2,no,si,no,si,no,si,si,no,3.0,4,5,3,2,0,M,6,5,0
318,IC,M,17,U,>=4,J,2.0,otros,otros,optativas,madre,1,1.0,1,no,no,no,si,si,si,no,si,1.0,2,1,2,5,0,L,7,0,0
319,BG,M,17,U,<4,J,1.0,sanidad,otros,optativas,madre,2,1.0,1,no,si,no,si,si,si,si,no,4.0,4,4,1,5,0,L,9,10,10
320,BG,M,16,U,>=4,J,2.0,otros,otros,optativas,padre,1,2.0,0,no,no,no,no,si,no,si,no,4.0,3,5,3,4,0,L,9,10,11
321,IC,F,17,U,<4,J,4.0,casa,casa,optativas,madre,1,2.0,0,no,si,no,si,si,si,si,si,2.0,3,4,1,1,4,L,15,14,15
322,BG,F,15,R,>=4,J,1.0,otros,otros,optativas,madre,3,1.0,1,no,no,no,si,si,si,si,si,5.0,5,5,1,1,2,L,8,9,9
323,BG,M,17,U,>=4,J,4.0,docencia,docencia,reputacion,madre,1,2.0,0,si,si,no,si,si,si,si,si,4.0,5,5,2,2,14,M,11,9,9
324,BG,F,16,U,<4,J,3.5,docencia,servicios,optativas,madre,3,2.0,0,no,si,no,si,si,si,si,no,5.0,4,3,1,1,2,M,16,15,15
325,BG,F,17,R,>=4,S,2.5,otros,otros,cercania,madre,1,2.0,0,no,si,no,no,si,si,si,no,4.0,3,3,2,2,0,L,14,14,16
326,BG,M,15,U,<4,J,3.5,docencia,servicios,cercania,madre,1,3.0,0,no,si,no,si,si,si,si,no,5.0,4,3,1,4,0,L,14,14,14
327,BG,F,15,U,>=4,J,4.0,docencia,docencia,optativas,madre,2,1.0,0,no,no,no,si,si,si,si,no,4.0,3,2,1,5,0,M,16,16,15
328,BG,F,15,U,>=4,J,4.0,docencia,sanidad,reputacion,madre,1,2.0,0,no,si,si,no,si,si,si,no,3.0,3,3,1,2,0,M,10,8,9
329,IC,F,18,U,>=4,J,1.5,otros,otros,optativas,padre,1,2.0,1,no,si,no,si,si,si,si,si,3.0,4,4,2,5,9,L,9,8,8
330,IC,M,19,R,>=4,J,1.5,otros,otros,cercania,otros,3,1.0,1,no,si,no,no,si,si,si,no,4.0,4,4,3,5,4,M,8,8,8
331,BG,F,18,R,<4,J,1.5,casa,otros,reputacion,madre,2,4.0,0,no,si,no,si,si,si,no,no,5.0,2,2,1,3,2,L,17,17,18
332,BG,M,16,R,>=4,J,3.0,servicios,servicios,reputacion,madre,1,1.0,0,no,si,no,si,si,si,si,no,4.0,3,2,3,5,8,M,8,9,10
333,BG,M,18,U,>=4,J,2.0,servicios,otros,cercania,madre,1,2.0,0,no,si,no,si,si,si,si,no,4.0,4,4,3,5,10,L,12,11,11
334,IC,F,18,R,<4,S,2.5,casa,otros,optativas,madre,3,2.0,0,no,no,no,no,si,si,no,si,4.0,3,4,2,5,0,M,13,13,13
335,BG,F,17,R,>=4,J,3.5,docencia,otros,reputacion,madre,2,3.0,0,no,si,no,si,si,si,si,si,4.0,4,2,1,4,0,L,11,12,12
336,BG,F,15,R,<4,J,2.0,sanidad,servicios,reputacion,madre,2,2.0,0,si,si,no,no,si,si,si,no,4.0,1,3,2,4,0,L,11,10,11
337,BG,M,17,U,>=4,J,2.5,servicios,servicios,optativas,madre,1,1.0,3,no,si,no,si,si,si,si,no,5.0,5,5,3,5,16,M,6,5,5
338,BG,M,17,R,>=4,J,2.5,otros,otros,optativas,madre,2,2.0,2,si,si,no,no,si,si,si,si,4.0,4,4,2,3,4,L,7,6,8
339,BG,F,17,U,>=4,J,3.0,casa,sanidad,reputacion,madre,2,2.0,0,no,si,si,no,si,si,si,si,4.0,3,3,1,1,2,M,10,10,10
